#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CASP8	NFKBIA	9606.ENSP00000351273	9606.ENSP00000216797	0	0	0	0	0.062	0.090	0	0.737	0.756
CASP8	CCL2	9606.ENSP00000351273	9606.ENSP00000225831	0	0	0	0	0.062	0	0	0.459	0.470
CASP8	NFKB1	9606.ENSP00000351273	9606.ENSP00000226574	0	0	0	0	0.062	0.090	0.900	0.443	0.946
CASP8	IFNG	9606.ENSP00000351273	9606.ENSP00000229135	0	0	0	0	0.062	0	0	0.508	0.519
CASP8	EIF2AK2	9606.ENSP00000351273	9606.ENSP00000233057	0	0	0	0	0.062	0.213	0	0.314	0.449
CASP8	TRAF2	9606.ENSP00000351273	9606.ENSP00000247668	0	0	0	0	0.062	0.870	0.900	0.707	0.995
CASP8	TICAM1	9606.ENSP00000351273	9606.ENSP00000248244	0	0	0	0	0.062	0.270	0.900	0.542	0.964
CASP8	EIF2S1	9606.ENSP00000351273	9606.ENSP00000256383	0	0	0	0	0	0	0	0.511	0.511
CASP8	TLR2	9606.ENSP00000351273	9606.ENSP00000260010	0	0	0	0	0.062	0.070	0	0.481	0.507
CASP8	TRAF5	9606.ENSP00000351273	9606.ENSP00000261464	0	0	0	0	0.062	0	0	0.592	0.601
CASP8	IL1B	9606.ENSP00000351273	9606.ENSP00000263341	0	0	0	0	0.063	0.182	0.900	0.715	0.975
CASP8	IFIH1	9606.ENSP00000351273	9606.ENSP00000263642	0	0	0	0	0.104	0	0.600	0.436	0.780
CASP8	PIK3CA	9606.ENSP00000351273	9606.ENSP00000263967	0	0	0	0	0	0.075	0	0.459	0.478
CASP8	TP53	9606.ENSP00000351273	9606.ENSP00000269305	0	0	0	0	0.143	0.270	0.800	0.839	0.977
CASP8	IFNA1	9606.ENSP00000351273	9606.ENSP00000276927	0	0	0	0	0	0	0	0.468	0.468
CASP8	TLR3	9606.ENSP00000351273	9606.ENSP00000296795	0	0	0	0	0.062	0.292	0.600	0.959	0.987
CASP8	FADD	9606.ENSP00000351273	9606.ENSP00000301838	0	0	0	0	0.062	0.999	0.900	0.996	0.999
CASP8	EIF2AK3	9606.ENSP00000351273	9606.ENSP00000307235	0	0	0	0	0.062	0	0	0.594	0.602
CASP8	CYCS	9606.ENSP00000351273	9606.ENSP00000307786	0	0	0	0	0.063	0	0	0.905	0.907
CASP8	TBK1	9606.ENSP00000351273	9606.ENSP00000329967	0	0	0	0	0.062	0.103	0	0.395	0.446
CASP8	CASP9	9606.ENSP00000351273	9606.ENSP00000330237	0	0	0	0.707	0.053	0.488	0	0.961	0.636
CASP8	TRADD	9606.ENSP00000351273	9606.ENSP00000341268	0	0	0	0	0.062	0.878	0.900	0.995	0.999
CASP8	FAS	9606.ENSP00000351273	9606.ENSP00000347979	0	0	0	0	0.063	0.924	0.900	0.993	0.999
CASP8	IRF7	9606.ENSP00000351273	9606.ENSP00000380697	0	0	0	0	0.062	0	0	0.386	0.400
CASP8	IRAK4	9606.ENSP00000351273	9606.ENSP00000390651	0	0	0	0	0.096	0.105	0	0.323	0.404
CASP8	SYK	9606.ENSP00000351273	9606.ENSP00000364907	0	0	0	0	0.090	0.063	0	0.368	0.414
CASP8	CCL5	9606.ENSP00000351273	9606.ENSP00000474412	0	0	0	0	0.107	0	0	0.376	0.420
CASP8	MAP3K7	9606.ENSP00000351273	9606.ENSP00000358335	0	0	0	0	0.053	0.063	0	0.406	0.427
CASP8	JAK2	9606.ENSP00000351273	9606.ENSP00000371067	0	0	0	0	0.062	0.063	0	0.405	0.431
CASP8	TLR9	9606.ENSP00000351273	9606.ENSP00000353874	0	0	0	0	0.062	0.070	0	0.405	0.436
CASP8	LTA	9606.ENSP00000351273	9606.ENSP00000403495	0	0	0	0	0.062	0.058	0	0.424	0.446
CASP8	TAB2	9606.ENSP00000351273	9606.ENSP00000356426	0	0	0	0	0	0	0	0.464	0.464
CASP8	IRAK1	9606.ENSP00000351273	9606.ENSP00000358997	0	0	0	0	0.062	0.105	0	0.418	0.468
CASP8	STAT1	9606.ENSP00000351273	9606.ENSP00000354394	0	0	0	0	0.062	0	0	0.484	0.495
CASP8	IRF3	9606.ENSP00000351273	9606.ENSP00000471896	0	0	0	0	0	0	0	0.505	0.505
CASP8	IFNB1	9606.ENSP00000351273	9606.ENSP00000369581	0	0	0	0	0	0	0	0.533	0.533
CASP8	TRAF3	9606.ENSP00000351273	9606.ENSP00000454207	0	0	0	0	0.055	0	0	0.533	0.539
CASP8	MTOR	9606.ENSP00000351273	9606.ENSP00000354558	0	0	0	0	0	0.145	0	0.527	0.579
CASP8	MYD88	9606.ENSP00000351273	9606.ENSP00000401399	0	0	0	0	0.064	0.115	0	0.581	0.624
CASP8	IL6	9606.ENSP00000351273	9606.ENSP00000385675	0	0	0	0	0.062	0	0	0.699	0.706
CASP8	DDX58	9606.ENSP00000351273	9606.ENSP00000369213	0	0	0	0	0.064	0	0.600	0.765	0.904
CASP8	MAVS	9606.ENSP00000351273	9606.ENSP00000401980	0	0	0	0	0.062	0.161	0.600	0.835	0.941
CASP8	RELA	9606.ENSP00000351273	9606.ENSP00000384273	0	0	0	0	0.062	0	0.900	0.571	0.956
CASP8	DAXX	9606.ENSP00000351273	9606.ENSP00000363668	0	0	0	0	0.062	0	0.900	0.647	0.964
CASP8	IKBKB	9606.ENSP00000351273	9606.ENSP00000430684	0	0	0	0	0.062	0.317	0.900	0.579	0.969
CASP8	PIK3R1	9606.ENSP00000351273	9606.ENSP00000428056	0	0	0	0	0	0	0	0.976	0.977
CASP8	SRC	9606.ENSP00000351273	9606.ENSP00000362680	0	0	0	0	0	0.497	0	0.964	0.981
CASP8	CHUK	9606.ENSP00000351273	9606.ENSP00000359424	0	0	0	0	0.053	0.317	0.900	0.830	0.987
CASP8	TNF	9606.ENSP00000351273	9606.ENSP00000398698	0	0	0	0	0.062	0.282	0.900	0.868	0.989
CASP8	ITGB3	9606.ENSP00000351273	9606.ENSP00000452786	0	0	0	0	0.062	0	0.900	0.904	0.990
CASP8	IKBKG	9606.ENSP00000351273	9606.ENSP00000483825	0	0	0	0	0	0.213	0.900	0.932	0.994
CASP8	TRAF6	9606.ENSP00000351273	9606.ENSP00000433623	0	0	0	0	0.053	0.816	0	0.974	0.995
CASP8	FASLG	9606.ENSP00000351273	9606.ENSP00000356694	0	0	0	0	0	0.871	0.900	0.948	0.999
CASP9	TNFRSF1A	9606.ENSP00000330237	9606.ENSP00000162749	0	0	0	0	0	0	0	0.654	0.654
CASP9	NFKBIA	9606.ENSP00000330237	9606.ENSP00000216797	0	0	0	0	0.062	0.090	0	0.596	0.625
CASP9	TRAF2	9606.ENSP00000330237	9606.ENSP00000247668	0	0	0	0	0	0	0	0.487	0.487
CASP9	EIF2S1	9606.ENSP00000330237	9606.ENSP00000256383	0	0	0	0	0	0	0	0.521	0.521
CASP9	IL1B	9606.ENSP00000330237	9606.ENSP00000263341	0	0	0	0	0	0.056	0	0.612	0.618
CASP9	TP53	9606.ENSP00000330237	9606.ENSP00000269305	0	0	0	0	0.062	0	0	0.859	0.862
CASP9	FADD	9606.ENSP00000330237	9606.ENSP00000301838	0	0	0	0	0.053	0.123	0	0.855	0.869
CASP9	EIF2AK3	9606.ENSP00000330237	9606.ENSP00000307235	0	0	0	0	0.054	0	0	0.620	0.625
CASP9	CYCS	9606.ENSP00000330237	9606.ENSP00000307786	0	0	0	0	0.063	0.680	0.900	0.991	0.999
CASP9	PPP1CA	9606.ENSP00000330237	9606.ENSP00000326031	0	0	0	0	0	0	0	0.466	0.466
CASP9	STAT1	9606.ENSP00000330237	9606.ENSP00000354394	0	0	0	0	0	0	0	0.401	0.401
CASP9	RELA	9606.ENSP00000330237	9606.ENSP00000384273	0	0	0	0	0	0	0	0.406	0.406
CASP9	LTA	9606.ENSP00000330237	9606.ENSP00000403495	0	0	0	0	0	0.058	0	0.399	0.410
CASP9	ITGB3	9606.ENSP00000330237	9606.ENSP00000452786	0	0	0	0	0	0	0	0.416	0.416
CASP9	IFNB1	9606.ENSP00000330237	9606.ENSP00000369581	0	0	0	0	0	0	0	0.420	0.420
CASP9	MYD88	9606.ENSP00000330237	9606.ENSP00000401399	0	0	0	0	0.062	0.115	0	0.377	0.438
CASP9	JAK2	9606.ENSP00000330237	9606.ENSP00000371067	0	0	0	0	0.055	0.063	0	0.434	0.455
CASP9	EIF4EBP1	9606.ENSP00000330237	9606.ENSP00000340691	0	0	0	0	0	0	0	0.459	0.459
CASP9	IKBKB	9606.ENSP00000330237	9606.ENSP00000430684	0	0	0	0	0.062	0.103	0	0.414	0.463
CASP9	CHUK	9606.ENSP00000330237	9606.ENSP00000359424	0	0	0	0	0	0.103	0	0.459	0.493
CASP9	SRC	9606.ENSP00000330237	9606.ENSP00000362680	0	0	0	0	0	0.063	0	0.505	0.516
CASP9	MTOR	9606.ENSP00000330237	9606.ENSP00000354558	0	0	0	0	0	0.057	0	0.595	0.601
CASP9	IL6	9606.ENSP00000330237	9606.ENSP00000385675	0	0	0	0	0	0	0	0.624	0.624
CASP9	TRADD	9606.ENSP00000330237	9606.ENSP00000341268	0	0	0	0	0	0.056	0	0.642	0.648
CASP9	DDX58	9606.ENSP00000330237	9606.ENSP00000369213	0	0	0	0	0.061	0	0	0.683	0.690
CASP9	FAS	9606.ENSP00000330237	9606.ENSP00000347979	0	0	0	0	0	0.059	0	0.716	0.721
CASP9	TNF	9606.ENSP00000330237	9606.ENSP00000398698	0	0	0	0	0	0.058	0	0.716	0.721
CASP9	FASLG	9606.ENSP00000330237	9606.ENSP00000356694	0	0	0	0	0	0	0	0.739	0.739
CCL2	CD74	9606.ENSP00000225831	9606.ENSP00000009530	0	0	0	0	0.049	0	0	0.410	0.415
CCL2	TNFRSF1A	9606.ENSP00000225831	9606.ENSP00000162749	0	0	0	0	0.086	0	0	0.612	0.630
CCL2	NFKBIA	9606.ENSP00000225831	9606.ENSP00000216797	0	0	0	0	0.063	0	0	0.702	0.709
CCL2	FAS	9606.ENSP00000225831	9606.ENSP00000347979	0	0	0	0	0.051	0	0	0.396	0.402
CCL2	EIF2AK3	9606.ENSP00000225831	9606.ENSP00000307235	0	0	0	0	0	0	0	0.417	0.416
CCL2	STAT2	9606.ENSP00000225831	9606.ENSP00000315768	0	0	0	0	0.059	0	0	0.407	0.418
CCL2	IKBKG	9606.ENSP00000225831	9606.ENSP00000483825	0	0	0	0	0	0	0	0.426	0.426
CCL2	CYCS	9606.ENSP00000225831	9606.ENSP00000307786	0	0	0	0	0	0	0	0.454	0.454
CCL2	MTOR	9606.ENSP00000225831	9606.ENSP00000354558	0	0	0	0	0	0	0	0.459	0.459
CCL2	IFNA2	9606.ENSP00000225831	9606.ENSP00000369554	0	0	0	0	0	0	0	0.459	0.459
CCL2	JAK1	9606.ENSP00000225831	9606.ENSP00000343204	0	0	0	0	0.062	0	0	0.459	0.470
CCL2	IFNAR1	9606.ENSP00000225831	9606.ENSP00000270139	0	0	0	0	0.054	0	0	0.473	0.480
CCL2	IFIH1	9606.ENSP00000225831	9606.ENSP00000263642	0	0	0	0	0.062	0	0	0.472	0.484
CCL2	SYK	9606.ENSP00000225831	9606.ENSP00000364907	0	0	0	0	0.143	0	0	0.425	0.486
CCL2	CHUK	9606.ENSP00000225831	9606.ENSP00000359424	0	0	0	0	0	0	0	0.495	0.495
CCL2	IRAK1	9606.ENSP00000225831	9606.ENSP00000358997	0	0	0	0	0	0	0	0.505	0.505
CCL2	TRAF6	9606.ENSP00000225831	9606.ENSP00000433623	0	0	0	0	0	0	0	0.518	0.518
CCL2	DDX58	9606.ENSP00000225831	9606.ENSP00000369213	0	0	0	0	0.052	0	0	0.518	0.524
CCL2	SRC	9606.ENSP00000225831	9606.ENSP00000362680	0	0	0	0	0.062	0	0	0.518	0.528
CCL2	JAK2	9606.ENSP00000225831	9606.ENSP00000371067	0	0	0	0	0.062	0	0	0.521	0.531
CCL2	IRF7	9606.ENSP00000225831	9606.ENSP00000380697	0	0	0	0	0.062	0	0	0.529	0.539
CCL2	FASLG	9606.ENSP00000225831	9606.ENSP00000356694	0	0	0	0	0	0	0	0.543	0.543
CCL2	IRF3	9606.ENSP00000225831	9606.ENSP00000471896	0	0	0	0	0	0	0	0.556	0.556
CCL2	IKBKB	9606.ENSP00000225831	9606.ENSP00000430684	0	0	0	0	0	0	0	0.602	0.602
CCL2	SOCS3	9606.ENSP00000225831	9606.ENSP00000330341	0	0	0	0	0.126	0	0	0.565	0.603
CCL2	TP53	9606.ENSP00000225831	9606.ENSP00000269305	0	0	0	0	0	0	0	0.644	0.644
CCL2	TLR9	9606.ENSP00000225831	9606.ENSP00000353874	0	0	0	0	0.056	0	0	0.661	0.667
CCL2	STAT1	9606.ENSP00000225831	9606.ENSP00000354394	0	0	0	0	0.063	0	0	0.664	0.672
CCL2	IFNB1	9606.ENSP00000225831	9606.ENSP00000369581	0	0	0	0	0	0	0	0.688	0.688
CCL2	TLR3	9606.ENSP00000225831	9606.ENSP00000296795	0	0	0	0	0.056	0	0	0.683	0.688
CCL2	MYD88	9606.ENSP00000225831	9606.ENSP00000401399	0	0	0	0	0.062	0	0	0.692	0.699
CCL2	IFNA1	9606.ENSP00000225831	9606.ENSP00000276927	0	0	0	0	0	0	0	0.710	0.710
CCL2	LTA	9606.ENSP00000225831	9606.ENSP00000403495	0	0	0	0	0.062	0	0	0.711	0.717
CCL2	TLR2	9606.ENSP00000225831	9606.ENSP00000260010	0	0	0	0	0.084	0	0	0.766	0.776
CCL2	IFNG	9606.ENSP00000225831	9606.ENSP00000229135	0	0	0	0	0.063	0	0	0.835	0.839
CCL2	NFKB1	9606.ENSP00000225831	9606.ENSP00000226574	0	0	0	0	0.063	0	0.800	0.471	0.892
CCL2	IL12A	9606.ENSP00000225831	9606.ENSP00000303231	0	0	0	0	0	0	0.900	0.175	0.914
CCL2	IL12B	9606.ENSP00000225831	9606.ENSP00000231228	0	0	0	0	0.062	0	0.900	0.297	0.928
CCL2	RELA	9606.ENSP00000225831	9606.ENSP00000384273	0	0	0	0	0	0.486	0.800	0.561	0.950
CCL2	CCL5	9606.ENSP00000225831	9606.ENSP00000474412	0	0	0	0.831	0.066	0.450	0.900	0.931	0.952
CCL2	TNF	9606.ENSP00000225831	9606.ENSP00000398698	0	0	0	0	0.062	0	0.900	0.930	0.992
CCL2	IL1B	9606.ENSP00000225831	9606.ENSP00000263341	0	0	0	0	0.127	0	0.900	0.927	0.993
CCL2	IL6	9606.ENSP00000225831	9606.ENSP00000385675	0	0	0	0	0.267	0	0.900	0.930	0.994
CCL5	CD74	9606.ENSP00000474412	9606.ENSP00000009530	0	0	0	0	0.168	0	0	0.391	0.472
CCL5	TNFRSF1A	9606.ENSP00000474412	9606.ENSP00000162749	0	0	0	0	0.062	0	0	0.557	0.566
CCL5	NFKBIA	9606.ENSP00000474412	9606.ENSP00000216797	0	0	0	0	0.066	0	0	0.608	0.618
CCL5	NFKB1	9606.ENSP00000474412	9606.ENSP00000226574	0	0	0	0	0.063	0	0.800	0.415	0.880
CCL5	IFNG	9606.ENSP00000474412	9606.ENSP00000229135	0	0	0	0	0.149	0	0	0.796	0.819
CCL5	IL12B	9606.ENSP00000474412	9606.ENSP00000231228	0	0	0	0	0	0	0.900	0.309	0.927
CCL5	TICAM1	9606.ENSP00000474412	9606.ENSP00000248244	0	0	0	0	0	0	0	0.416	0.416
CCL5	TLR2	9606.ENSP00000474412	9606.ENSP00000260010	0	0	0	0	0.133	0	0	0.700	0.729
CCL5	IL1B	9606.ENSP00000474412	9606.ENSP00000263341	0	0	0	0	0.129	0	0.900	0.876	0.988
CCL5	IFIH1	9606.ENSP00000474412	9606.ENSP00000263642	0	0	0	0	0.117	0	0	0.587	0.620
CCL5	TP53	9606.ENSP00000474412	9606.ENSP00000269305	0	0	0	0	0	0	0	0.470	0.470
CCL5	IFNAR1	9606.ENSP00000474412	9606.ENSP00000270139	0	0	0	0	0	0	0	0.476	0.476
CCL5	IFNA1	9606.ENSP00000474412	9606.ENSP00000276927	0	0	0	0	0.052	0	0	0.718	0.721
CCL5	TLR3	9606.ENSP00000474412	9606.ENSP00000296795	0	0	0	0	0	0	0	0.711	0.711
CCL5	IL12A	9606.ENSP00000474412	9606.ENSP00000303231	0	0	0	0	0	0	0.900	0.207	0.917
CCL5	STAT2	9606.ENSP00000474412	9606.ENSP00000315768	0	0	0	0	0.086	0	0	0.436	0.463
CCL5	TBK1	9606.ENSP00000474412	9606.ENSP00000329967	0	0	0	0	0.062	0	0	0.502	0.512
CCL5	SOCS3	9606.ENSP00000474412	9606.ENSP00000330341	0	0	0	0	0.063	0	0	0.460	0.472
CCL5	HLA-DQA1	9606.ENSP00000474412	9606.ENSP00000339398	0	0	0	0	0.194	0	0	0.296	0.409
CCL5	OAS2	9606.ENSP00000474412	9606.ENSP00000342278	0	0	0	0	0.158	0	0	0.461	0.527
CCL5	TLR9	9606.ENSP00000474412	9606.ENSP00000353874	0	0	0	0	0.062	0	0	0.628	0.636
CCL5	STAT1	9606.ENSP00000474412	9606.ENSP00000354394	0	0	0	0	0.140	0	0	0.669	0.704
CCL5	FASLG	9606.ENSP00000474412	9606.ENSP00000356694	0	0	0	0	0.136	0	0	0.509	0.557
CCL5	IRAK1	9606.ENSP00000474412	9606.ENSP00000358997	0	0	0	0	0	0	0	0.460	0.459
CCL5	MB21D1	9606.ENSP00000474412	9606.ENSP00000359339	0	0	0	0	0.092	0	0	0.391	0.423
CCL5	CHUK	9606.ENSP00000474412	9606.ENSP00000359424	0	0	0	0	0.049	0	0	0.422	0.426
CCL5	SRC	9606.ENSP00000474412	9606.ENSP00000362680	0	0	0	0	0	0	0	0.401	0.401
CCL5	SYK	9606.ENSP00000474412	9606.ENSP00000364907	0	0	0	0	0.107	0	0	0.360	0.404
CCL5	HLA-E	9606.ENSP00000474412	9606.ENSP00000365817	0	0	0	0	0.097	0	0	0.364	0.401
CCL5	DDX58	9606.ENSP00000474412	9606.ENSP00000369213	0	0	0	0	0.114	0	0	0.622	0.651
CCL5	IFNA2	9606.ENSP00000474412	9606.ENSP00000369554	0	0	0	0	0.052	0	0	0.467	0.473
CCL5	IFNB1	9606.ENSP00000474412	9606.ENSP00000369581	0	0	0	0	0.071	0	0	0.740	0.748
CCL5	JAK2	9606.ENSP00000474412	9606.ENSP00000371067	0	0	0	0	0.062	0	0	0.427	0.439
CCL5	IRF9	9606.ENSP00000474412	9606.ENSP00000380073	0	0	0	0	0.115	0	0	0.390	0.437
CCL5	IRF7	9606.ENSP00000474412	9606.ENSP00000380697	0	0	0	0	0.178	0	0	0.621	0.675
CCL5	RELA	9606.ENSP00000474412	9606.ENSP00000384273	0	0	0	0	0.062	0.111	0.800	0.479	0.901
CCL5	IL6	9606.ENSP00000474412	9606.ENSP00000385675	0	0	0	0	0.065	0	0.900	0.883	0.988
CCL5	OAS1	9606.ENSP00000474412	9606.ENSP00000388001	0	0	0	0	0.136	0	0	0.425	0.481
CCL5	TNF	9606.ENSP00000474412	9606.ENSP00000398698	0	0	0	0	0.157	0	0.900	0.893	0.990
CCL5	MYD88	9606.ENSP00000474412	9606.ENSP00000401399	0	0	0	0	0.062	0	0	0.666	0.673
CCL5	MAVS	9606.ENSP00000474412	9606.ENSP00000401980	0	0	0	0	0	0	0	0.457	0.457
CCL5	LTA	9606.ENSP00000474412	9606.ENSP00000403495	0	0	0	0	0.109	0	0	0.687	0.710
CCL5	IKBKB	9606.ENSP00000474412	9606.ENSP00000430684	0	0	0	0	0.062	0	0	0.478	0.489
CCL5	TRAF6	9606.ENSP00000474412	9606.ENSP00000433623	0	0	0	0	0	0	0	0.466	0.465
CCL5	IRF3	9606.ENSP00000474412	9606.ENSP00000471896	0	0	0	0	0	0	0	0.661	0.661
CD74	TLR2	9606.ENSP00000009530	9606.ENSP00000260010	0	0	0	0	0.186	0.057	0	0.315	0.428
CD74	IL1B	9606.ENSP00000009530	9606.ENSP00000263341	0	0	0	0	0.118	0	0	0.408	0.455
CD74	SRC	9606.ENSP00000009530	9606.ENSP00000362680	0	0	0	0	0.048	0.062	0	0.444	0.460
CD74	TAPBP	9606.ENSP00000009530	9606.ENSP00000404833	0	0	0	0	0.121	0	0	0.416	0.465
CD74	IL6	9606.ENSP00000009530	9606.ENSP00000385675	0	0	0	0	0.062	0	0	0.458	0.469
CD74	HLA-G	9606.ENSP00000009530	9606.ENSP00000412927	0	0	0	0	0.069	0	0.360	0.210	0.488
CD74	HLA-E	9606.ENSP00000009530	9606.ENSP00000365817	0	0	0	0	0.195	0	0.360	0.207	0.556
CD74	HLA-F	9606.ENSP00000009530	9606.ENSP00000259951	0	0	0	0	0.144	0	0.360	0.286	0.574
CD74	HLA-C	9606.ENSP00000009530	9606.ENSP00000365402	0	0	0	0	0.159	0	0.360	0.315	0.599
CD74	HLA-A	9606.ENSP00000009530	9606.ENSP00000379873	0	0	0	0	0.150	0	0.360	0.345	0.612
CD74	HLA-B	9606.ENSP00000009530	9606.ENSP00000399168	0	0	0	0	0.220	0	0.360	0.310	0.625
CD74	TP53	9606.ENSP00000009530	9606.ENSP00000269305	0	0	0	0	0.062	0	0	0.618	0.626
CD74	TNF	9606.ENSP00000009530	9606.ENSP00000398698	0	0	0	0	0.146	0	0	0.686	0.721
CD74	HLA-DPB1	9606.ENSP00000009530	9606.ENSP00000408146	0	0	0	0	0.350	0.387	0.600	0.582	0.924
CD74	HLA-DQA2	9606.ENSP00000009530	9606.ENSP00000364076	0	0	0	0	0.597	0.343	0.600	0.481	0.937
CD74	HLA-DOB	9606.ENSP00000009530	9606.ENSP00000390020	0	0	0	0	0.160	0	0.900	0.322	0.938
CD74	HLA-DRB5	9606.ENSP00000009530	9606.ENSP00000364114	0	0	0	0	0.769	0.173	0.600	0.369	0.945
CD74	HLA-DOA	9606.ENSP00000009530	9606.ENSP00000229829	0	0	0	0	0.171	0.152	0.900	0.343	0.947
CD74	HLA-DQB1	9606.ENSP00000009530	9606.ENSP00000364080	0	0	0	0	0.708	0.473	0.600	0.562	0.969
CD74	HLA-DPA1	9606.ENSP00000009530	9606.ENSP00000393566	0	0	0	0	0.817	0.372	0.600	0.619	0.980
CD74	HLA-DQA1	9606.ENSP00000009530	9606.ENSP00000339398	0	0	0	0	0.589	0.747	0.600	0.670	0.984
CD74	HLA-DMB	9606.ENSP00000009530	9606.ENSP00000398890	0	0	0	0	0.635	0.213	0.900	0.540	0.985
CD74	HLA-DRB1	9606.ENSP00000009530	9606.ENSP00000353099	0	0	0	0	0.871	0.173	0.900	0.535	0.994
CD74	HLA-DMA	9606.ENSP00000009530	9606.ENSP00000363976	0	0	0	0	0.544	0.697	0.900	0.647	0.994
CD74	HLA-DRA	9606.ENSP00000009530	9606.ENSP00000378786	0	0	0	0	0.919	0.868	0.900	0.629	0.999
CFP	TLR2	9606.ENSP00000247153	9606.ENSP00000260010	0	0	0	0	0.179	0.086	0	0.266	0.401
CFP	NXF1	9606.ENSP00000247153	9606.ENSP00000436679	0	0	0	0	0	0	0	0.428	0.428
CHUK	TNFRSF1A	9606.ENSP00000359424	9606.ENSP00000162749	0	0	0	0	0.062	0.884	0.900	0.761	0.997
CHUK	EIF2AK1	9606.ENSP00000359424	9606.ENSP00000199389	0	0	0	0.549	0.062	0	0.600	0.051	0.610
CHUK	TAB1	9606.ENSP00000359424	9606.ENSP00000216160	0	0	0	0	0.077	0.163	0.900	0.667	0.970
CHUK	NFKBIA	9606.ENSP00000359424	9606.ENSP00000216797	0	0	0	0	0.049	0.994	0.900	0.935	0.999
CHUK	TSC2	9606.ENSP00000359424	9606.ENSP00000219476	0	0	0	0	0.074	0.058	0	0.389	0.421
CHUK	NFKB1	9606.ENSP00000359424	9606.ENSP00000226574	0	0	0	0	0.062	0.965	0.900	0.815	0.999
CHUK	EIF2AK2	9606.ENSP00000359424	9606.ENSP00000233057	0	0	0	0.572	0.066	0.678	0.600	0.190	0.878
CHUK	TRAF2	9606.ENSP00000359424	9606.ENSP00000247668	0	0	0	0	0.062	0.879	0.900	0.775	0.997
CHUK	TICAM1	9606.ENSP00000359424	9606.ENSP00000248244	0	0	0	0	0	0.056	0.600	0.456	0.776
CHUK	TLR2	9606.ENSP00000359424	9606.ENSP00000260010	0	0	0	0	0	0.089	0.900	0.556	0.956
CHUK	TRAF5	9606.ENSP00000359424	9606.ENSP00000261464	0	0	0	0	0.062	0.099	0.600	0.597	0.845
CHUK	IL1B	9606.ENSP00000359424	9606.ENSP00000263341	0	0	0	0	0	0.056	0	0.772	0.776
CHUK	IFIH1	9606.ENSP00000359424	9606.ENSP00000263642	0	0	0	0	0.049	0.057	0.600	0.632	0.850
CHUK	EIF2AK4	9606.ENSP00000359424	9606.ENSP00000263791	0	0	0	0.546	0.062	0	0.600	0.133	0.625
CHUK	TP53	9606.ENSP00000359424	9606.ENSP00000269305	0	0	0	0	0.054	0.470	0	0.793	0.887
CHUK	IFNA1	9606.ENSP00000359424	9606.ENSP00000276927	0	0	0	0	0	0	0	0.504	0.504
CHUK	TLR3	9606.ENSP00000359424	9606.ENSP00000296795	0	0	0	0	0	0.089	0.600	0.611	0.845
CHUK	FADD	9606.ENSP00000359424	9606.ENSP00000301838	0	0	0	0	0	0.215	0.900	0.720	0.976
CHUK	EIF2AK3	9606.ENSP00000359424	9606.ENSP00000307235	0	0	0	0.545	0	0	0.600	0.432	0.674
CHUK	STAT2	9606.ENSP00000359424	9606.ENSP00000315768	0	0	0	0	0	0.140	0	0.345	0.413
CHUK	PPP1CA	9606.ENSP00000359424	9606.ENSP00000326031	0	0	0	0	0.062	0.327	0	0.137	0.408
CHUK	TBK1	9606.ENSP00000359424	9606.ENSP00000329967	0	0	0	0.589	0.249	0	0	0.957	0.544
CHUK	PTPN11	9606.ENSP00000359424	9606.ENSP00000340944	0	0	0	0	0.096	0.243	0	0.459	0.598
CHUK	TRADD	9606.ENSP00000359424	9606.ENSP00000341268	0	0	0	0	0.062	0.281	0.900	0.659	0.973
CHUK	FAS	9606.ENSP00000359424	9606.ENSP00000347979	0	0	0	0	0.053	0	0.900	0.293	0.927
CHUK	TLR9	9606.ENSP00000359424	9606.ENSP00000353874	0	0	0	0	0	0.089	0	0.564	0.586
CHUK	STAT1	9606.ENSP00000359424	9606.ENSP00000354394	0	0	0	0	0	0.140	0	0.509	0.559
CHUK	MTOR	9606.ENSP00000359424	9606.ENSP00000354558	0	0	0	0	0.062	0.519	0.800	0.590	0.958
CHUK	TAB2	9606.ENSP00000359424	9606.ENSP00000356426	0	0	0	0	0.062	0.317	0.900	0.841	0.988
CHUK	FASLG	9606.ENSP00000359424	9606.ENSP00000356694	0	0	0	0	0	0	0.900	0.340	0.931
CHUK	MAP3K7	9606.ENSP00000359424	9606.ENSP00000358335	0	0	0	0.581	0.086	0.873	0.900	0.686	0.990
CHUK	IRAK1	9606.ENSP00000359424	9606.ENSP00000358997	0	0	0	0.549	0.062	0.486	0.900	0.946	0.969
CHUK	IKBKE	9606.ENSP00000359424	9606.ENSP00000464030	0	0	0	0.596	0.063	0.270	0	0.846	0.528
CHUK	IFNB1	9606.ENSP00000359424	9606.ENSP00000369581	0	0	0	0	0	0	0	0.607	0.607
CHUK	SRC	9606.ENSP00000359424	9606.ENSP00000362680	0	0	0	0.569	0.064	0.486	0	0.593	0.623
CHUK	IRF3	9606.ENSP00000359424	9606.ENSP00000471896	0	0	0	0	0	0.056	0	0.683	0.687
CHUK	IL6	9606.ENSP00000359424	9606.ENSP00000385675	0	0	0	0	0.049	0	0	0.686	0.689
CHUK	DDX58	9606.ENSP00000359424	9606.ENSP00000369213	0	0	0	0	0.049	0.057	0.600	0.757	0.901
